country,state,city,station,latitude,longitude,last_update,CO,NH3,NO2,OZONE,PM10,PM2.5,SO2
India,TamilNadu,Chennai,"Manali Village, Chennai - TNPCB",13.1662,80.2584,2025-05-19 10:00:00,29.0,1.0,4.0,39.0,38.0,42.0,7.0
India,TamilNadu,Chennai,"Perungudi, Chennai - TNPCB",12.9533,80.2357,2025-05-19 10:00:00,36.0,4.0,8.0,15.0,55.0,39.0,6.0
India,TamilNadu,Chennai,"Royapuram, Chennai - TNPCB",13.1036,80.2909,2025-05-19 10:00:00,31.0,4.0,20.0,9.0,33.0,37.0,8.0
India,TamilNadu,Chennai,"Velachery Res. Area, Chennai - CPCB",13.0052189,80.2398125,2025-05-19 10:00:00,47.0,5.0,14.0,43.0,52.0,37.0,9.0
India,TamilNadu,Hosur,"SIPCOT Phase-1, Hosur - TNPCB",12.746998,77.813811,2025-05-19 10:00:00,18.0,1.0,2.0,10.0,84.0,76.0,54.0
India,TamilNadu,Madurai,"Uchapatti, Madurai - TNPCB",9.865935,78.022669,2025-05-19 10:00:00,12.0,3.0,20.0,6.0,26.0,19.0,32.0
India,TamilNadu,Ramanathapuram,"Chalai Bazaar, Ramanathapuram - TNPCB",9.36399,78.831977,2025-05-19 10:00:00,29.0,2.0,12.0,6.0,22.0,25.0,14.0
India,TamilNadu,Salem,"Sona College of Technology, Salem - TNPCB",11.679111,78.125052,2025-05-19 10:00:00,43.0,3.0,12.0,16.0,25.0,17.0,82.0
India,TamilNadu,Tiruchirappalli,"St Joseph College, Tiruchirappalli - TNPCB",10.830158,78.691849,2025-05-19 10:00:00,5.0,1.0,4.0,13.0,42.0,44.0,16.0
India,TamilNadu,Tirunelveli,"Municipal Corporation Office, Tirunelveli - TNPCB",8.728442,77.6962,2025-05-19 10:00:00,21.0,1.0,8.0,6.0,31.0,32.0,16.0
India,Telangana,Hyderabad,"Bollaram Industrial Area, Hyderabad - TSPCB",17.540891,78.358528,2025-05-19 10:00:00,59.0,5.0,38.0,73.0,59.0,53.0,8.0
India,Telangana,Hyderabad,"ICRISAT Patancheru, Hyderabad - TSPCB",17.5184,78.278777,2025-05-19 10:00:00,27.0,2.0,13.0,28.0,53.0,54.0,15.0
India,Telangana,Hyderabad,"IITH Kandi, Hyderabad - TSPCB",17.585705,78.126199,2025-05-19 10:00:00,16.0,3.0,14.0,34.0,61.0,56.0,7.0
India,Telangana,Hyderabad,"Kokapet, Hyderabad - TSPCB",17.393559,78.339194,2025-05-19 10:00:00,31.0,1.0,12.0,38.0,91.0,46.0,10.0
India,Telangana,Hyderabad,"Nacharam_TSIIC IALA, Hyderabad - TSPCB",17.429398,78.569354,2025-05-19 10:00:00,33.0,3.0,13.0,11.0,78.0,56.0,15.0
India,Telangana,Hyderabad,"New Malakpet, Hyderabad - TSPCB",17.37206,78.50864,2025-05-19 10:00:00,16.0,3.0,14.0,11.0,58.0,44.0,13.0
India,Telangana,Hyderabad,"Ramachandrapuram, Hyderabad - TSPCB",17.528544,78.286195,2025-05-19 10:00:00,28.0,6.0,15.0,3.0,67.0,45.0,11.0
India,Telangana,Hyderabad,"Somajiguda, Hyderabad - TSPCB",17.417094,78.457437,2025-05-19 10:00:00,29.0,4.0,14.0,22.0,101.0,86.0,11.0
India,Uttar_Pradesh,Agra,"Manoharpur, Agra - UPPCB",27.23711,78.01936,2025-05-19 10:00:00,16.0,3.0,32.0,2.0,98.0,58.0,44.0
India,Uttar_Pradesh,Agra,"Rohta, Agra - UPPCB",27.106972,78.000111,2025-05-19 10:00:00,30.0,2.0,6.0,12.0,61.0,65.0,16.0
India,Uttar_Pradesh,Agra,"Shahjahan Garden, Agra - UPPCB",27.169338,78.03582,2025-05-19 10:00:00,19.0,1.0,32.0,22.0,75.0,57.0,21.0
India,Uttar_Pradesh,Agra,"Shastripuram, Agra - UPPCB",27.19862,77.92066,2025-05-19 10:00:00,15.0,2.0,36.0,69.0,120.0,54.0,10.0
India,Uttar_Pradesh,Baghpat,"Sardar Patel Inter College, Baghpat - UPPCB",28.964949,77.278761,2025-05-19 10:00:00,38.0,3.0,25.0,17.0,142.0,45.0,37.0
India,Uttar_Pradesh,Bareilly,"Civil Lines, Bareilly - UPPCB",28.359581,79.414455,2025-05-19 10:00:00,7.0,2.0,2.0,22.0,12.0,5.0,73.0
India,Uttar_Pradesh,Bulandshahr,"Yamunapuram, Bulandshahr - UPPCB",28.406963,77.849831,2025-05-19 10:00:00,6.0,16.0,15.0,19.0,118.0,74.0,23.0
India,Uttar_Pradesh,Firozabad,"Nagla Bhau, Firozabad - UPPCB",27.168897,78.37696,2025-05-19 10:00:00,28.0,2.0,17.0,18.0,66.0,35.0,27.0
India,Uttar_Pradesh,Ghaziabad,"Indirapuram, Ghaziabad - UPPCB",28.646233,77.358075,2025-05-19 10:00:00,55.0,13.0,33.0,40.0,123.0,129.0,13.0
India,Uttar_Pradesh,Ghaziabad,"Loni, Ghaziabad - UPPCB",28.757294,77.278792,2025-05-19 10:00:00,55.0,3.0,32.0,17.0,126.0,108.0,24.0
India,Uttar_Pradesh,Ghaziabad,"Sanjay Nagar, Ghaziabad - UPPCB",28.685382,77.453839,2025-05-19 10:00:00,40.0,9.0,41.0,11.0,125.0,84.0,26.0
India,Uttar_Pradesh,Ghaziabad,"Vasundhara, Ghaziabad - UPPCB",28.6603346,77.3572563,2025-05-19 10:00:00,52.0,9.0,25.0,20.0,112.0,63.0,12.0
India,Uttar_Pradesh,Gorakhpur,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",26.730136,83.433859,2025-05-19 10:00:00,6.0,1.0,11.0,14.0,124.0,88.0,34.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - III, Greater Noida - UPPCB",28.47272,77.482,2025-05-19 10:00:00,39.0,13.0,33.0,22.0,105.0,50.0,15.0
India,Uttar_Pradesh,Greater Noida,"Knowledge Park - V, Greater Noida - UPPCB",28.557054,77.453663,2025-05-19 10:00:00,32.0,17.0,49.0,8.0,141.0,70.0,10.0
India,Uttar_Pradesh,Hapur,"Anand Vihar, Hapur - UPPCB",28.725645,77.749675,2025-05-19 10:00:00,16.0,14.0,39.0,1.0,89.0,51.0,33.0
India,Uttar_Pradesh,Jhansi,"Shivaji Nagar, Jhansi - UPPCB",25.4547,78.6039,2025-05-19 10:00:00,11.0,4.0,6.0,7.0,71.0,45.0,41.0
India,Uttar_Pradesh,Kanpur,"FTI Kidwai Nagar, Kanpur - UPPCB",26.428282,80.327067,2025-05-19 10:00:00,27.0,2.0,17.0,25.0,86.0,71.0,45.0
India,Uttar_Pradesh,Kanpur,"NSI Kalyanpur, Kanpur - UPPCB",26.509954,80.249612,2025-05-19 10:00:00,32.0,2.0,16.0,17.0,89.0,54.0,18.0
India,Uttar_Pradesh,Khurja,"Kalindi Kunj, Khurja - UPPCB",28.2348927,77.8683002,2025-05-19 10:00:00,43.0,1.0,3.0,5.0,127.0,67.0,80.0
India,Uttar_Pradesh,Lucknow,"B R Ambedkar University, Lucknow - UPPCB",26.766433,80.927299,2025-05-19 10:00:00,14.0,1.0,12.0,35.0,106.0,82.0,92.0
India,Uttar_Pradesh,Lucknow,"Kendriya Vidyalaya, Lucknow - CPCB",26.906111,80.948222,2025-05-19 10:00:00,64.0,15.0,36.0,11.0,138.0,123.0,5.0
India,Uttar_Pradesh,Lucknow,"Kukrail Picnic Spot-1, Lucknow - UPPCB",26.90723,80.98579,2025-05-19 10:00:00,24.0,4.0,23.0,43.0,64.0,43.0,18.0
India,Uttar_Pradesh,Lucknow,"Lalbagh, Lucknow - CPCB",26.8458805,80.9365541,2025-05-19 10:00:00,49.0,18.0,45.0,17.0,132.0,110.0,10.0
India,Uttar_Pradesh,Lucknow,"Talkatora District Industries Center, Lucknow - CPCB",26.83399722,80.8917361,2025-05-19 10:00:00,23.0,12.0,38.0,9.0,169.0,93.0,7.0
India,Uttar_Pradesh,Meerut,"Ganga Nagar, Meerut - UPPCB",28.999264,77.7590354,2025-05-19 10:00:00,35.0,10.0,12.0,60.0,92.0,63.0,18.0
India,Uttar_Pradesh,Meerut,"Jai Bhim Nagar, Meerut - UPPCB",28.9535882,77.7622941,2025-05-19 10:00:00,36.0,19.0,17.0,62.0,104.0,26.0,10.0
India,Uttar_Pradesh,Meerut,"Pallavpuram Phase 2, Meerut - UPPCB",29.06351,77.709723,2025-05-19 10:00:00,11.0,10.0,22.0,35.0,117.0,61.0,26.0
India,Uttar_Pradesh,Moradabad,"Buddhi Vihar, Moradabad - UPPCB",28.83526,78.7446,2025-05-19 10:00:00,39.0,4.0,23.0,20.0,68.0,38.0,17.0
India,Uttar_Pradesh,Moradabad,"Eco Herbal Park, Moradabad - UPPCB",28.840739,78.697531,2025-05-19 10:00:00,7.0,11.0,20.0,52.0,63.0,37.0,11.0
India,Uttar_Pradesh,Moradabad,"Employment Office, Moradabad - UPPCB",28.88528,78.7388,2025-05-19 10:00:00,32.0,4.0,16.0,18.0,68.0,43.0,32.0
India,Uttar_Pradesh,Moradabad,"Jigar Colony, Moradabad - UPPCB",28.856664,78.772638,2025-05-19 10:00:00,42.0,6.0,25.0,19.0,69.0,35.0,46.0
India,Uttar_Pradesh,Moradabad,"Transport Nagar, Moradabad - UPPCB",28.802625,78.753728,2025-05-19 10:00:00,76.0,5.0,27.0,60.0,61.0,42.0,38.0
India,Uttar_Pradesh,Muzaffarnagar,"New Mandi, Muzaffarnagar - UPPCB",29.4723508,77.7194031,2025-05-19 10:00:00,26.0,10.0,27.0,35.0,127.0,141.0,20.0
India,Uttar_Pradesh,Noida,"Sector - 125, Noida - UPPCB",28.5447608,77.3231257,2025-05-19 10:00:00,62.0,8.0,19.0,17.0,122.0,65.0,15.0
India,Uttar_Pradesh,Noida,"Sector-1, Noida - UPPCB",28.5898,77.3101,2025-05-19 10:00:00,25.0,16.0,71.0,9.0,137.0,88.0,23.0
India,Uttar_Pradesh,Prayagraj,"Jhunsi, Prayagraj - UPPCB",25.425602,81.917152,2025-05-19 10:00:00,9.0,5.0,6.0,55.0,96.0,42.0,28.0
India,Uttar_Pradesh,Prayagraj,"Motilal Nehru NIT, Prayagraj - UPPCB",25.494,81.863,2025-05-19 10:00:00,14.0,6.0,12.0,21.0,87.0,57.0,33.0
India,Uttar_Pradesh,Prayagraj,"Nagar Nigam, Prayagraj - UPPCB",25.44919916,81.82735986,2025-05-19 10:00:00,4.0,8.0,5.0,12.0,96.0,65.0,47.0
India,Uttar_Pradesh,Varanasi,"Bhelupur, Varanasi - UPPCB",25.301778,82.996789,2025-05-19 10:00:00,8.0,1.0,8.0,3.0,61.0,18.0,40.0
India,Uttar_Pradesh,Varanasi,"IESD Banaras Hindu University, Varanasi - UPPCB",25.262326,82.995408,2025-05-19 10:00:00,8.0,2.0,2.0,3.0,51.0,35.0,30.0
India,Uttar_Pradesh,Varanasi,"Maldahiya, Varanasi - UPPCB",25.32393,82.99687,2025-05-19 10:00:00,18.0,1.0,2.0,2.0,62.0,27.0,29.0
India,Uttar_Pradesh,Vrindavan,"Omex Eternity, Vrindavan - UPPCB",27.571409,77.655757,2025-05-19 10:00:00,37.0,2.0,12.0,12.0,60.0,40.0,27.0
India,Uttarakhand,Rishikesh,"Shivaji Nagar, Rishikesh - UKPCB",30.075911,78.2859547,2025-05-19 10:00:00,33.0,5.0,10.0,24.0,70.0,65.0,4.0
India,West_Bengal,Asansol,"Asansol Court Area, Asansol - WBPCB",23.685297,86.945968,2025-05-19 10:00:00,22.0,5.0,22.0,12.0,57.0,55.0,7.0
India,West_Bengal,Asansol,"Evelyn Lodge, Asansol - WBPCB",23.697936,86.944395,2025-05-19 10:00:00,2.0,1.0,10.0,13.0,41.0,30.0,3.0
India,West_Bengal,Asansol,"Mahabir Colliery, Asansol - WBPCB",23.618183,87.105718,2025-05-19 10:00:00,9.0,23.0,14.0,7.0,37.0,32.0,4.0
India,West_Bengal,Asansol,"Trivenidevi Bhalotia College, Asansol - WBPCB",23.616515,87.119133,2025-05-19 10:00:00,18.0,1.0,16.0,17.0,52.0,40.0,8.0
India,West_Bengal,Barrackpore,"SVSPA Campus, Barrackpore - WBPCB",22.7605581,88.3617589,2025-05-19 10:00:00,27.0,6.0,14.0,7.0,33.0,17.0,7.0
India,West_Bengal,Durgapur,"Mahishkapur Road_B-Zone, Durgapur - WBPCB",23.567923,87.306843,2025-05-19 10:00:00,27.0,1.0,11.0,5.0,58.0,27.0,26.0
India,West_Bengal,Durgapur,"PCBL Residential Complex, Durgapur - WBPCB",23.508764,87.35444,2025-05-19 10:00:00,68.0,1.0,26.0,16.0,77.0,33.0,5.0
India,West_Bengal,Haldia,"Priyambada Housing Estate, Haldia - WBPCB",22.06047,88.109737,2025-05-19 10:00:00,21.0,5.0,13.0,16.0,24.0,14.0,13.0
India,West_Bengal,Howrah,"Belur Math, Howrah - WBPCB",22.629801,88.352017,2025-05-19 10:00:00,8.0,4.0,34.0,19.0,30.0,13.0,8.0
India,West_Bengal,Howrah,"Botanical Garden, Howrah - WBPCB",22.554954,88.292568,2025-05-19 10:00:00,67.0,2.0,55.0,8.0,31.0,17.0,9.0
India,West_Bengal,Howrah,"Dasnagar, Howrah - WBPCB",22.6025571,88.3105664,2025-05-19 10:00:00,20.0,8.0,72.0,57.0,42.0,33.0,4.0
India,West_Bengal,Howrah,"Ghusuri, Howrah - WBPCB",22.611968,88.347422,2025-05-19 10:00:00,9.0,10.0,23.0,29.0,24.0,28.0,10.0
India,West_Bengal,Howrah,"Padmapukur, Howrah - WBPCB",22.5687319,88.2797276,2025-05-19 10:00:00,16.0,2.0,12.0,20.0,50.0,25.0,7.0
India,West_Bengal,Kolkata,"Bidhannagar, Kolkata - WBPCB",22.58157048,88.41002457,2025-05-19 10:00:00,23.0,6.0,17.0,18.0,62.0,15.0,9.0
India,West_Bengal,Kolkata,"Fort William, Kolkata - WBPCB",22.55664,88.342674,2025-05-19 10:00:00,20.0,6.0,34.0,7.0,30.0,27.0,3.0
India,West_Bengal,Kolkata,"Jadavpur, Kolkata - WBPCB",22.49929,88.36917,2025-05-19 10:00:00,21.0,10.0,36.0,14.0,48.0,49.0,6.0
India,West_Bengal,Kolkata,"Rabindra Bharati University, Kolkata - WBPCB",22.627847,88.380669,2025-05-19 10:00:00,21.0,13.0,24.0,18.0,24.0,26.0,11.0
India,West_Bengal,Kolkata,"Rabindra Sarobar, Kolkata - WBPCB",22.51106,88.35142,2025-05-19 10:00:00,11.0,4.0,44.0,20.0,28.0,16.0,2.0
India,West_Bengal,Kolkata,"Victoria, Kolkata - WBPCB",22.5448082,88.3403691,2025-05-19 10:00:00,22.0,5.0,26.0,25.0,39.0,30.0,8.0
India,West_Bengal,Siliguri,"Ward-32 Bapupara, Siliguri - WBPCB",26.6879226,88.4152495,2025-05-19 10:00:00,30.0,10.0,16.0,24.0,35.0,36.0,11.0
